# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Mon, 30 Mar 2026 03:00:58 +0200
#
# IP	number of (black)lists
#
47.83.143.113	5
47.83.243.232	5
47.87.136.14	5
47.91.16.59	5
47.236.61.100	5
47.236.76.100	5
47.236.98.55	5
47.237.30.174	5
47.237.81.211	5
47.239.222.53	5
47.239.240.231	5
47.243.230.175	5
47.245.80.229	5
47.245.105.55	5
47.247.99.155	5
47.250.80.158	5
47.250.178.172	5
47.251.86.118	5
47.253.43.155	5
47.253.169.124	5
48.217.84.135	5
49.47.195.105	5
49.72.212.22	5
49.75.185.71	5
49.204.74.149	5
49.205.149.127	5
49.207.40.162	5
49.207.247.217	5
49.228.99.102	5
49.231.192.36	5
50.35.168.148	5
50.99.170.152	5
50.104.70.175	5
50.116.26.161	5
50.225.176.238	5
50.235.31.47	5
51.15.148.186	5
51.68.65.117	5
51.75.247.232	5
51.91.159.2	5
51.158.205.203	5
51.163.39.213	5
51.178.114.78	5
52.139.178.102	5
52.165.80.115	5
52.172.177.191	5
52.187.9.8	5
52.224.105.13	5
52.233.193.61	5
54.38.52.18	5
54.92.204.5	5
54.166.10.236	5
54.219.172.68	5
54.242.0.117	5
57.128.214.238	5
57.128.223.80	5
57.128.237.155	5
57.128.239.139	5
57.129.41.93	5
57.134.214.95	5
57.151.89.48	5
58.20.201.4	5
58.48.170.235	5
58.56.128.190	5
58.69.56.44	5
58.186.20.101	5
58.187.118.57	5
58.210.98.130	5
58.225.220.117	5
58.229.141.26	5
58.240.17.66	5
59.23.3.146	5
59.26.132.170	5
59.36.72.234	5
59.36.168.167	5
59.46.182.10	5
59.98.83.57	5
59.98.148.5	5
59.99.183.222	5
60.165.119.59	5
60.167.178.5	5
60.172.168.136	5
60.188.243.179	5
60.188.245.139	5
60.199.224.55	5
60.214.128.238	5
61.23.36.232	5
61.36.200.131	5
61.61.163.35	5
61.72.55.130	5
61.85.201.22	5
61.120.242.123	5
61.145.136.26	5
61.164.252.244	5
61.171.95.18	5
61.191.103.17	5
61.220.235.10	5
61.231.193.33	5
61.231.199.170	5
61.240.156.16	5
61.245.10.43	5
61.245.11.87	5
61.245.11.236	5
62.3.56.187	5
62.60.130.25	5
62.60.130.36	5
62.60.244.109	5
62.141.107.204	5
62.146.232.33	5
62.169.31.193	5
62.173.38.229	5
62.210.125.36	5
63.116.23.24	5
64.23.131.11	5
64.62.156.24	5
64.62.156.122	5
64.62.156.192	5
64.62.197.17	5
64.62.197.77	5
64.62.197.122	5
64.62.197.152	5
64.62.197.197	5
64.62.197.212	5
64.72.74.162	5
64.89.161.53	5
64.188.83.244	5
64.188.119.209	5
64.225.100.217	5
64.225.101.76	5
64.225.103.73	5
64.225.106.223	5
64.226.88.238	5
64.226.90.53	5
64.227.131.240	5
64.227.152.126	5
64.227.181.88	5
65.21.149.62	5
65.38.97.199	5
65.49.1.24	5
65.49.1.52	5
65.49.1.152	5
65.49.1.162	5
65.49.1.182	5
65.49.1.222	5
65.49.1.232	5
65.49.20.69	5
66.96.237.254	5
66.116.205.1	5
66.132.172.33	5
66.132.172.35	5
66.132.172.38	5
66.132.172.42	5
66.132.172.45	5
66.132.172.96	5
66.132.172.99	5
66.132.172.104	5
66.132.172.109	5
66.132.172.110	5
66.132.172.128	5
66.132.172.129	5
66.132.172.131	5
66.132.172.134	5
66.132.172.138	5
66.132.172.139	5
66.132.172.140	5
66.132.172.141	5
66.132.172.143	5
66.132.172.176	5
66.132.172.177	5
66.132.172.178	5
66.132.172.182	5
66.132.172.183	5
66.132.172.185	5
66.132.172.186	5
66.132.172.191	5
66.132.172.194	5
66.132.172.195	5
66.132.172.197	5
66.132.172.198	5
66.132.172.199	5
66.132.172.200	5
66.132.172.202	5
66.132.172.203	5
66.132.172.206	5
66.132.172.209	5
66.132.172.211	5
66.132.172.220	5
66.132.172.223	5
66.132.186.165	5
66.132.186.200	5
66.132.195.45	5
66.132.195.47	5
66.132.195.64	5
66.132.195.67	5
66.132.195.70	5
66.132.195.71	5
66.132.195.72	5
66.132.195.75	5
66.132.195.81	5
66.132.195.86	5
66.132.195.87	5
66.132.195.88	5
66.132.195.93	5
66.132.195.95	5
66.132.195.96	5
66.132.195.101	5
66.132.195.104	5
66.132.195.107	5
66.132.195.113	5
66.132.195.118	5
66.132.195.121	5
66.132.195.122	5
66.132.224.83	5
66.132.224.85	5
66.132.224.234	5
66.132.224.235	5
66.132.224.236	5
66.154.119.88	5
66.240.219.146	5
66.253.43.127	5
67.71.54.129	5
67.81.35.26	5
68.178.161.186	5
68.183.82.95	5
68.183.203.22	5
68.183.217.184	5
69.5.0.120	5
69.5.189.81	5
69.6.221.248	5
69.12.83.203	5
69.49.246.176	5
69.74.29.21	5
69.149.23.135	5
69.160.18.46	5
69.164.217.74	5
69.164.217.245	5
70.65.44.183	5
70.114.116.180	5
71.6.134.231	5
71.6.134.233	5
72.17.34.38	5
72.79.42.117	5
72.167.227.34	5
72.214.49.194	5
72.253.251.3	5
72.253.251.7	5
74.82.47.3	5
74.82.47.4	5
74.87.117.146	5
74.87.117.147	5
74.94.234.151	5
74.95.13.185	5
74.235.100.130	5
74.249.129.4	5
74.249.177.87	5
74.249.178.45	5
75.112.23.30	5
76.79.213.70	5
76.164.199.207	5
77.37.146.19	5
77.42.44.155	5
77.83.39.128	5
77.83.39.218	5
78.44.192.210	5
78.68.234.165	5
78.89.154.59	5
78.100.64.148	5
78.128.112.74	5
78.138.168.46	5
78.153.151.9	5
78.186.10.117	5
78.187.21.105	5
78.187.224.134	5
79.6.181.195	5
79.92.232.95	5
79.137.202.211	5
79.143.187.216	5
79.174.63.10	5
80.13.0.44	5
80.67.172.162	5
80.87.83.229	5
80.87.206.253	5
80.94.92.112	5
80.94.95.216	5
80.94.95.242	5
80.95.38.14	5
80.102.218.207	5
80.158.109.51	5
80.211.238.5	5
80.242.56.49	5
81.22.51.64	5
81.23.173.32	5
81.30.212.94	5
81.43.179.244	5
81.170.248.221	5
81.177.101.45	5
81.192.46.32	5
81.192.46.49	5
81.193.216.17	5
82.22.21.41	5
82.27.100.9	5
82.59.254.254	5
82.97.17.167	5
82.152.132.24	5
82.153.157.220	5
82.196.7.70	5
83.83.165.20	5
83.97.24.41	5
83.111.76.195	5
83.150.21.135	5
83.168.90.177	5
83.235.21.125	5
83.249.148.185	5
84.8.96.180	5
84.54.115.46	5
84.201.243.44	5
85.11.183.27	5
85.19.195.12	5
85.62.117.66	5
85.62.117.67	5
85.69.240.210	5
85.87.1.47	5
85.173.245.55	5
85.184.248.187	5
85.217.140.2	5
85.217.140.3	5
85.217.140.4	5
85.217.140.8	5
85.217.140.12	5
85.217.140.16	5
85.217.140.18	5
85.217.140.25	5
85.217.140.27	5
85.217.140.28	5
85.217.140.29	5
85.217.140.30	5
85.217.140.35	5
85.217.140.36	5
85.217.140.44	5
85.217.140.45	5
85.217.149.1	5
85.217.149.4	5
85.217.149.8	5
85.217.149.9	5
85.217.149.10	5
85.217.149.12	5
85.217.149.13	5
85.217.149.14	5
85.217.149.17	5
85.217.149.18	5
85.217.149.23	5
85.217.149.24	5
85.217.149.25	5
85.217.149.26	5
85.217.149.30	5
85.217.149.31	5
85.217.149.33	5
85.217.149.39	5
85.217.149.40	5
85.217.149.41	5
85.217.149.42	5
85.217.149.43	5
85.217.149.44	5
85.217.149.46	5
85.217.149.49	5
85.217.149.50	5
85.217.149.55	5
85.217.149.57	5
85.217.149.59	5
85.217.149.62	5
85.217.149.69	5
85.217.149.70	5
85.217.149.73	5
85.217.149.74	5
85.239.151.41	5
85.240.193.104	5
86.54.31.32	5
86.54.31.40	5
86.110.51.47	5
87.106.4.124	5
87.106.35.227	5
87.106.65.126	5
87.106.69.120	5
87.106.163.197	5
87.120.216.38	5
87.236.176.59	5
87.236.176.182	5
87.236.176.185	5
87.236.176.194	5
87.236.176.204	5
87.236.176.211	5
87.239.107.12	5
87.248.237.138	5
88.17.251.79	5
88.205.172.170	5
89.44.137.176	5
89.47.53.19	5
89.116.31.97	5
89.124.81.6	5
89.126.209.36	5
89.126.209.84	5
89.134.210.182	5
89.144.194.233	5
89.152.179.132	5
89.218.69.66	5
89.248.167.131	5
89.248.168.227	5
89.252.152.127	5
89.253.90.113	5
90.169.216.25	5
90.189.123.212	5
90.230.168.26	5
91.92.240.199	5
91.98.45.194	5
91.98.166.94	5
91.132.132.228	5
91.134.240.52	5
91.186.212.134	5
91.202.233.33	5
91.205.128.170	5
91.207.74.89	5
92.27.157.252	5
92.118.112.178	5
92.191.96.70	5
92.241.171.90	5
93.48.24.181	5
93.71.118.99	5
93.170.27.146	5
94.26.106.200	5
94.35.140.5	5
94.102.49.155	5
94.102.49.193	5
94.141.69.146	5
94.156.221.46	5
94.159.116.56	5
94.180.238.116	5
94.183.186.131	5
94.231.206.248	5
94.231.206.252	5
94.232.41.236	5
95.9.207.13	5
95.24.33.32	5
95.35.29.192	5
95.39.82.218	5
95.71.127.158	5
95.87.248.223	5
95.90.13.168	5
95.111.235.169	5
95.208.74.83	5
95.215.8.165	5
95.217.139.109	5
95.220.56.240	5
95.231.249.182	5
98.89.3.242	5
99.243.62.228	5
101.32.128.193	5
101.32.240.31	5
101.34.27.97	5
101.36.106.113	5
101.36.106.162	5
101.36.107.233	5
101.36.108.125	5
101.36.108.213	5
101.36.109.176	5
101.36.111.179	5
101.36.112.235	5
101.36.113.241	5
101.36.117.42	5
101.36.117.234	5
101.36.119.184	5
101.36.122.139	5
101.36.122.186	5
101.36.123.173	5
101.36.124.127	5
101.36.127.212	5
101.47.8.187	5
101.47.48.65	5
101.47.48.72	5
101.47.48.138	5
101.47.48.243	5
101.47.48.255	5
101.47.49.98	5
101.47.49.132	5
101.47.49.133	5
101.47.49.134	5
101.47.49.205	5
101.47.50.102	5
101.47.50.128	5
101.47.50.184	5
101.47.50.203	5
101.47.50.237	5
101.47.51.22	5
101.47.135.95	5
101.47.140.73	5
101.47.140.105	5
101.47.140.106	5
101.47.140.123	5
101.47.140.127	5
101.47.140.130	5
101.47.140.158	5
101.47.140.164	5
101.47.140.190	5
101.47.140.212	5
101.47.140.216	5
101.47.140.218	5
101.47.140.222	5
101.47.140.226	5
101.47.140.255	5
101.47.141.6	5
101.47.141.12	5
101.47.141.35	5
101.47.141.103	5
101.47.141.119	5
101.47.141.125	5
101.47.141.128	5
101.47.141.162	5
101.47.141.170	5
101.47.141.214	5
101.47.141.215	5
101.47.142.2	5
101.47.142.8	5
101.47.142.21	5
101.47.142.27	5
101.47.142.43	5
101.47.142.48	5
101.47.142.49	5
101.47.142.55	5
101.47.142.56	5
101.47.142.65	5
101.47.142.76	5
101.47.142.98	5
101.47.142.105	5
101.47.142.111	5
101.47.142.188	5
101.47.142.192	5
101.47.142.207	5
101.47.142.210	5
101.47.142.215	5
101.47.143.200	5
101.47.143.205	5
101.47.143.252	5
101.47.143.255	5
101.47.156.170	5
101.47.159.125	5
101.47.160.172	5
101.47.161.8	5
101.47.161.32	5
101.47.161.75	5
101.47.161.84	5
101.47.161.85	5
101.47.161.118	5
101.47.161.212	5
101.47.162.0	5
101.47.163.102	5
101.47.163.106	5
101.47.163.225	5
101.89.145.8	5
101.89.161.27	5
101.91.119.91	5
101.91.170.71	5
101.126.14.37	5
101.126.24.74	5
101.126.35.9	5
101.126.54.23	5
101.126.55.63	5
101.126.55.67	5
101.126.64.76	5
101.126.66.30	5
101.126.67.70	5
101.126.67.255	5
101.126.70.177	5
101.126.82.218	5
101.126.85.58	5
101.126.91.34	5
101.126.130.65	5
101.126.130.208	5
101.126.141.34	5
101.126.143.178	5
101.227.203.162	5
102.16.67.136	5
102.23.122.235	5
102.88.137.80	5
102.88.137.145	5
102.164.35.116	5
102.208.34.7	5
102.208.186.12	5
102.211.7.162	5
102.211.152.138	5
102.219.126.124	5
103.1.64.34	5
103.7.41.117	5
103.13.206.122	5
103.13.206.142	5
103.13.206.154	5
103.13.206.208	5
103.13.207.34	5
103.20.122.54	5
103.20.223.56	5
103.23.198.86	5
103.23.198.220	5
103.29.185.162	5
103.30.41.231	5
103.31.39.72	5
103.38.219.22	5
103.43.191.43	5
103.49.62.60	5
103.49.238.22	5
103.49.238.35	5
103.49.239.212	5
103.49.239.252	5
103.52.114.122	5
103.52.114.131	5
103.52.114.250	5
103.52.114.254	5
103.52.152.101	5
103.55.216.2	5
103.56.30.33	5
103.59.94.19	5
103.59.94.82	5
103.59.94.117	5
103.59.95.12	5
103.59.95.177	5
103.61.122.197	5
103.61.123.132	5
103.62.152.202	5
103.63.25.53	5
103.63.25.109	5
103.63.25.153	5
103.63.25.203	5
103.63.108.25	5
103.67.78.18	5
103.67.78.49	5
103.67.78.56	5
103.67.78.132	5
103.67.78.158	5
103.67.78.216	5
103.67.78.217	5
103.67.78.251	5
103.67.80.61	5
103.68.19.170	5
103.72.147.77	5
103.72.147.99	5
103.76.120.30	5
103.76.120.90	5
103.76.120.106	5
103.76.120.139	5
103.76.120.198	5
103.76.120.204	5
103.76.120.206	5
103.76.120.225	5
103.78.2.212	5
103.78.171.114	5
103.80.87.39	5
103.82.21.8	5
103.82.37.34	5
103.82.37.117	5
103.82.92.202	5
103.82.92.231	5
103.86.180.10	5
103.86.198.253	5
103.88.76.27	5
103.89.94.39	5
103.90.227.98	5
103.97.135.244	5
103.98.176.164	5
103.100.69.141	5
103.103.245.7	5
103.103.245.61	5
103.105.176.70	5
103.110.87.85	5
103.113.104.43	5
103.115.41.16	5
103.115.56.3	5
103.117.56.152	5
103.117.57.106	5
103.117.57.134	5
103.119.94.10	5
103.123.53.88	5
103.134.154.36	5
103.134.154.55	5
103.134.154.79	5
103.134.154.138	5
103.139.192.188	5
103.139.192.221	5
103.139.193.223	5
103.142.26.46	5
103.143.11.150	5
103.143.72.165	5
103.143.238.100	5
103.143.238.207	5
103.144.2.208	5
103.145.63.218	5
103.146.159.14	5
103.146.202.174	5
103.147.211.2	5
103.150.239.179	5
103.153.110.190	5
103.153.190.105	5
103.154.62.14	5
103.154.77.48	5
103.156.204.2	5
103.157.25.4	5
103.157.26.32	5
103.158.40.65	5
103.162.54.10	5
103.163.116.84	5
103.164.9.74	5
103.164.208.246	5
103.165.139.145	5
103.170.173.26	5
103.171.85.115	5
103.171.85.117	5
103.171.85.124	5
103.171.85.186	5
103.172.20.218	5
103.172.28.62	5
103.172.204.83	5
103.172.205.68	5
103.172.205.139	5
103.172.205.208	5
103.172.236.15	5
103.172.236.241	5
103.173.154.45	5
103.174.114.50	5
103.174.114.164	5
103.174.115.91	5
103.175.16.158	5
103.175.225.238	5
103.176.78.178	5
103.176.79.117	5
103.176.79.137	5
103.176.79.139	5
103.179.56.44	5
103.179.56.78	5
103.180.241.18	5
103.181.143.99	5
103.183.62.0	5
103.183.62.1	5
103.183.62.3	5
103.183.74.4	5
103.183.74.130	5
103.183.74.187	5
103.183.74.205	5
103.183.74.214	5
103.183.75.90	5
103.183.75.204	5
103.183.75.228	5
103.186.0.101	5
103.186.0.182	5
103.186.1.103	5
103.186.1.150	5
103.186.1.197	5
103.186.31.133	5
103.186.139.149	5
103.187.146.33	5
103.187.146.72	5
103.187.146.107	5
103.187.146.196	5
103.187.147.165	5
103.187.165.26	5
103.189.208.13	5
103.189.234.9	5
103.189.234.57	5
103.189.234.73	5
103.189.234.85	5
103.189.235.30	5
103.189.235.33	5
103.189.235.176	5
103.190.214.241	5
103.191.14.210	5
103.191.92.63	5
103.191.92.65	5
103.191.92.236	5
103.192.38.245	5
103.193.176.131	5
103.193.178.214	5
103.193.178.240	5
103.193.178.248	5
103.194.243.196	5
103.200.22.162	5
103.200.25.79	5
103.200.25.198	5
103.210.21.178	5
103.210.21.242	5
103.210.22.74	5
103.213.72.102	5
103.213.111.135	5
103.213.238.91	5
103.215.80.173	5
103.217.144.35	5
103.217.144.113	5
103.217.144.161	5
103.217.145.41	5
103.217.145.104	5
103.217.186.160	5
103.218.242.31	5
103.226.139.7	5
103.226.139.139	5
103.226.139.216	5
103.228.37.49	5
103.229.125.106	5
103.236.140.19	5
103.239.252.132	5
103.243.26.174	5
103.248.120.6	5
103.249.84.242	5
103.250.10.42	5
103.250.11.116	5
103.251.31.26	5
104.28.233.73	5
104.128.137.76	5
104.199.176.250	5
104.208.108.166	5
104.218.166.62	5
104.244.74.84	5
104.248.16.111	5
104.248.31.56	5
104.248.64.10	5
104.248.232.41	5
105.27.148.94	5
105.96.13.6	5
105.247.69.196	5
106.12.6.79	5
106.12.18.199	5
106.12.46.206	5
106.12.138.190	5
106.12.152.131	5
106.12.173.59	5
106.12.240.38	5
106.12.241.195	5
106.13.22.244	5
106.13.37.197	5
106.13.39.89	5
106.13.44.253	5
106.13.85.199	5
106.13.100.52	5
106.13.114.161	5
106.13.135.26	5
106.13.165.101	5
106.13.174.45	5
106.13.181.3	5
106.38.195.164	5
106.51.50.23	5
106.51.92.114	5
106.58.173.254	5
106.75.77.231	5
106.75.88.44	5
106.75.162.123	5
106.75.213.41	5
106.75.214.209	5
106.119.165.171	5
106.124.137.21	5
106.251.244.178	5
106.252.57.21	5
107.150.103.210	5
107.150.110.167	5
107.150.119.24	5
107.155.48.46	5
107.172.128.153	5
107.173.127.173	5
107.173.160.152	5
107.174.82.77	5
107.175.114.62	5
107.180.88.176	5
108.160.152.241	5
109.91.4.177	5
109.105.209.2	5
109.105.209.24	5
109.105.210.77	5
109.105.210.79	5
109.123.237.101	5
109.123.253.26	5
109.195.108.173	5
109.199.105.135	5
109.206.241.199	5
109.248.42.19	5
109.248.170.188	5
109.254.249.162	5
110.14.190.217	5
110.25.109.51	5
110.39.9.140	5
110.41.41.37	5
110.53.68.28	5
110.72.242.164	5
110.164.228.242	5
110.166.66.102	5
110.166.67.189	5
110.166.73.238	5
110.185.106.161	5
110.239.65.57	5
110.239.88.219	5
111.17.199.57	5
111.19.212.140	5
111.30.42.43	5
111.36.152.14	5
111.47.243.219	5
111.61.97.5	5
111.68.107.91	5
111.70.32.5	5
111.170.153.236	5
111.205.145.2	5
111.228.36.44	5
111.229.67.242	5
111.229.106.158	5
112.6.227.209	5
112.120.171.95	5
112.196.70.142	5
112.216.108.62	5
112.216.120.67	5
112.217.188.122	5
112.219.104.42	5
112.221.175.214	5
113.31.103.129	5
113.31.107.103	5
113.125.165.132	5
113.141.171.139	5
113.219.177.95	5
113.249.113.119	5
113.250.188.218	5
114.34.106.146	5
114.98.230.202	5
114.100.49.20	5
114.116.234.202	5
114.130.85.36	5
114.207.246.197	5
114.216.2.84	5
114.217.10.60	5
114.219.157.97	5
114.220.238.30	5
114.220.238.224	5
115.21.72.248	5
115.68.208.216	5
115.68.226.124	5
115.71.236.253	5
115.85.80.12	5
115.91.48.142	5
115.127.4.6	5
115.140.161.61	5
115.151.72.122	5
115.151.72.155	5
115.178.75.243	5
115.190.20.70	5
115.190.34.136	5
115.190.44.190	5
115.190.74.101	5
115.190.85.81	5
115.190.92.70	5
115.190.113.93	5
115.190.132.106	5
115.190.148.156	5
115.190.159.160	5
115.190.162.240	5
115.190.166.75	5
115.190.172.63	5
115.190.188.197	5
115.190.233.64	5
115.190.241.219	5
115.191.14.114	5
115.191.28.64	5
115.220.0.238	5
115.239.224.92	5
115.239.255.170	5
116.50.179.74	5
116.55.245.26	5
116.63.205.218	5
116.71.136.125	5
116.75.218.103	5
116.98.104.138	5
116.109.110.164	5
116.111.2.94	5
116.114.84.246	5
116.140.211.102	5
116.147.40.93	5
116.177.174.231	5
116.193.190.62	5
116.193.190.100	5
116.193.190.134	5
116.193.191.8	5
116.193.191.46	5
116.193.191.90	5
116.193.191.104	5
116.193.191.169	5
116.230.142.197	5
117.50.51.119	5
117.50.51.198	5
117.50.55.72	5
117.50.70.125	5
117.50.73.90	5
117.57.205.36	5
117.62.203.160	5
117.72.9.232	5
117.72.156.151	5
117.91.186.55	5
117.132.5.139	5
117.164.191.217	5
117.216.143.31	5
118.26.36.248	5
118.26.37.217	5
118.26.39.178	5
118.26.39.231	5
118.45.101.159	5
118.69.65.39	5
118.99.80.29	5
118.107.139.205	5
118.118.232.89	5
118.122.147.49	5
118.145.66.151	5
118.145.74.48	5
118.145.100.92	5
118.145.114.107	5
118.163.132.212	5
118.186.3.158	5
118.193.32.92	5
118.193.33.3	5
118.193.33.81	5
118.193.33.128	5
118.193.33.228	5
118.193.34.157	5
118.193.36.107	5
118.193.36.205	5
118.193.36.245	5
118.193.37.79	5
118.193.39.127	5
118.193.47.114	5
118.193.47.155	5
118.193.47.223	5
118.193.61.170	5
118.194.248.4	5
118.194.251.75	5
118.194.251.144	5
118.196.26.161	5
118.196.30.45	5
118.196.84.13	5
118.219.234.233	5
119.3.9.19	5
119.73.108.25	5
119.92.70.82	5
119.96.81.99	5
119.96.158.87	5
119.96.174.235	5
119.96.193.72	5
119.153.100.234	5
119.167.206.194	5
119.200.229.33	5
119.203.251.187	5
119.205.179.217	5
119.246.15.94	5
120.1.63.199	5
120.28.109.188	5
120.46.181.63	5
120.48.11.36	5
120.48.15.138	5
120.48.20.170	5
120.48.22.219	5
120.48.28.60	5
120.48.42.17	5
120.48.43.176	5
120.48.44.93	5
120.48.60.44	5
120.48.76.190	5
120.48.99.236	5
120.48.102.177	5
120.48.104.37	5
120.48.112.118	5
120.48.122.158	5
120.48.123.76	5
120.48.130.213	5
120.48.136.125	5
120.48.139.244	5
120.48.140.232	5
120.48.147.81	5
120.48.147.111	5
120.48.151.153	5
120.48.168.33	5
120.48.174.68	5
120.48.175.69	5
120.48.177.193	5
120.48.178.142	5
120.52.12.202	5
120.71.149.30	5
120.224.15.67	5
120.234.195.41	5
120.240.95.27	5
121.29.4.74	5
121.29.4.80	5
121.29.4.85	5
121.29.4.103	5
121.36.192.48	5
121.128.199.222	5
121.131.220.154	5
121.141.219.98	5
121.142.87.218	5
121.142.165.111	5
121.153.185.183	5
121.168.139.251	5
121.178.185.141	5
121.179.93.147	5
121.179.119.204	5
121.204.251.183	5
121.224.115.232	5
121.227.152.250	5
121.229.13.210	5
121.229.25.10	5
121.229.41.12	5
121.229.191.90	5
121.237.10.232	5
122.9.46.175	5
122.51.181.197	5
122.114.8.57	5
122.114.11.160	5
122.114.12.133	5
122.143.115.18	5
122.166.49.42	5
122.169.207.93	5
122.176.122.24	5
122.177.247.39	5
122.185.44.206	5
122.185.101.90	5
122.187.230.20	5
122.225.203.106	5
122.252.246.1	5
123.48.142.249	5
123.58.210.86	5
123.58.213.127	5
123.58.213.128	5
123.58.213.160	5
123.58.215.196	5
123.58.219.3	5
123.58.219.234	5
123.59.7.18	5
123.60.136.40	5
123.129.245.249	5
123.187.241.160	5
123.207.90.1	5
123.253.35.81	5
124.7.227.98	5
124.13.221.115	5
124.36.45.178	5
124.43.6.160	5
124.70.97.100	5
124.70.107.30	5
124.70.111.201	5
124.70.145.205	5
124.71.85.108	5
124.71.216.175	5
124.105.173.17	5
124.109.2.211	5
124.155.125.131	5
124.163.255.210	5
124.226.216.189	5
124.251.110.186	5
125.19.220.30	5
125.21.53.232	5
125.22.249.36	5
125.23.183.138	5
125.75.110.72	5
125.76.228.194	5
125.88.225.11	5
125.91.33.72	5
125.94.106.195	5
125.94.107.91	5
125.124.42.183	5
125.124.175.173	5
125.142.37.91	5
125.160.170.49	5
125.167.187.201	5
125.247.116.158	5
128.1.38.169	5
128.1.44.162	5
128.1.46.183	5
128.1.47.28	5
128.1.131.163	5
128.1.132.137	5
128.14.225.164	5
128.14.236.224	5
128.14.237.43	5
128.185.192.166	5
128.185.201.138	5
128.185.214.78	5
128.199.82.37	5
128.199.220.69	5
128.203.200.49	5
128.203.204.32	5
129.205.2.18	5
129.213.122.13	5
129.226.4.94	5
129.226.172.185	5
130.49.150.200	5
130.94.12.252	5
130.131.161.148	5
130.162.132.75	5
130.185.123.217	5
130.250.191.199	5
130.250.191.200	5
130.250.191.201	5
130.250.191.204	5
131.161.219.137	5
131.186.61.216	5
131.255.240.10	5
132.145.115.202	5
132.145.213.106	5
132.145.254.69	5
133.117.76.239	5
134.0.106.249	5
134.122.155.131	5
134.209.18.188	5
134.209.97.155	5
134.209.101.17	5
134.209.224.18	5
134.209.244.59	5
134.209.247.242	5
135.119.96.21	5
135.235.138.43	5
135.237.125.92	5
135.237.125.135	5
135.237.126.154	5
135.237.126.219	5
135.237.126.225	5
136.228.161.66	5
136.232.11.10	5
136.248.247.188	5
137.184.183.1	5
137.184.228.138	5
138.68.156.47	5
138.99.80.102	5
138.121.105.203	5
138.124.228.251	5
138.128.240.172	5
138.197.107.71	5
138.197.204.242	5
138.255.157.62	5
139.9.0.37	5
139.9.189.98	5
139.19.117.131	5
139.59.13.44	5
139.59.58.25	5
139.59.162.128	5
139.99.133.77	5
140.106.25.230	5
140.210.9.221	5
140.246.70.45	5
140.246.108.106	5
140.246.111.144	5
140.249.22.89	5
140.249.23.18	5
140.249.23.134	5
140.249.49.185	5
140.249.212.172	5
140.249.223.130	5
141.11.24.167	5
141.98.10.47	5
141.98.11.159	5
142.93.73.245	5
142.93.168.134	5
142.112.89.138	5
143.64.168.136	5
143.110.186.36	5
143.110.255.237	5
143.202.209.23	5
143.244.131.38	5
143.244.152.105	5
144.48.8.10	5
144.48.243.18	5
144.124.199.222	5
145.241.155.120	5
146.190.29.141	5
146.190.79.63	5
146.190.111.235	5
146.190.153.30	5
146.190.218.245	5
147.45.50.108	5
147.45.111.103	5
147.45.134.174	5
147.50.231.135	5
147.93.179.130	5
147.185.132.10	5
147.185.132.16	5
147.185.132.21	5
147.185.132.42	5
147.185.132.49	5
147.185.132.50	5
147.185.132.51	5
147.185.132.60	5
147.185.132.67	5
147.185.132.87	5
147.185.132.93	5
147.185.132.117	5
147.185.132.119	5
147.185.132.120	5
147.185.132.144	5
147.185.132.156	5
147.185.132.159	5
147.185.132.174	5
147.185.132.189	5
147.185.132.198	5
147.185.132.203	5
147.185.132.204	5
147.185.132.222	5
147.185.132.246	5
147.185.132.249	5
147.185.133.12	5
147.185.133.13	5
147.185.133.19	5
147.185.133.40	5
147.185.133.90	5
147.185.133.96	5
147.185.133.134	5
147.185.133.163	5
147.185.133.175	5
147.185.133.206	5
147.185.133.234	5
148.153.188.246	5
148.153.188.254	5
149.54.62.22	5
149.54.62.214	5
149.86.227.60	5
150.5.129.10	5
150.5.169.138	5
150.5.169.176	5
150.95.30.186	5
150.95.112.35	5
150.95.157.171	5
150.107.36.236	5
150.107.38.251	5
150.109.198.104	5
150.138.114.196	5
150.139.194.15	5
150.139.195.73	5
150.223.20.12	5
150.223.24.31	5
151.80.141.196	5
151.242.30.119	5
151.245.32.92	5
152.32.129.184	5
152.32.129.186	5
152.32.130.174	5
152.32.131.77	5
152.32.132.215	5
152.32.138.230	5
152.32.144.167	5
152.32.151.39	5
152.32.171.99	5
152.32.171.213	5
152.32.171.251	5
152.32.174.67	5
152.32.185.214	5
152.32.188.207	5
152.32.189.21	5
152.32.191.226	5
152.32.210.228	5
152.32.211.151	5
152.32.212.41	5
152.32.212.149	5
152.32.213.86	5
152.32.213.101	5
152.32.215.203	5
152.32.215.244	5
152.32.218.149	5
152.32.223.215	5
152.32.226.88	5
152.32.239.90	5
152.32.240.183	5
152.32.252.65	5
152.32.252.233	5
152.32.253.205	5
152.42.237.127	5
152.52.227.106	5
152.53.22.186	5
152.53.32.80	5
152.200.181.42	5
152.200.205.179	5
153.37.177.219	5
154.12.19.246	5
154.57.216.142	5
154.58.233.42	5
154.73.168.229	5
154.73.171.250	5
154.82.73.111	5
154.83.13.181	5
154.83.196.237	5
154.90.59.75	5
154.124.50.196	5
154.125.83.50	5
154.197.56.163	5
154.198.162.75	5
154.204.183.232	5
154.209.4.208	5
154.221.23.136	5
154.221.28.214	5
154.222.24.142	5
154.236.187.90	5
