# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Mon, 30 Mar 2026 03:00:58 +0200
#
# IP	number of (black)lists
#
66.181.184.81	1
66.181.189.45	1
66.231.78.17	1
66.231.79.19	1
66.249.77.137	1
66.249.77.138	1
66.249.77.139	1
66.56.80.156	1
66.9.160.255	1
66.9.161.196	1
66.92.191.121	1
67.146.213.119	1
67.172.54.29	1
67.183.101.250	1
67.185.157.71	1
67.207.92.217	1
67.209.139.155	1
67.213.149.6	1
67.213.150.86	1
67.230.42.158	1
67.80.6.223	1
68.14.180.18	1
68.183.117.51	1
68.183.79.68	1
68.185.255.188	1
68.200.73.27	1
68.206.91.109	1
68.36.136.246	1
68.38.201.238	1
68.4.189.98	1
68.98.153.77	1
69.12.11.147	1
69.160.102.173	1
69.164.87.115	1
69.251.56.204	1
69.6.56.154	1
69.73.213.107	1
70.15.196.43	1
70.184.88.154	1
70.238.178.166	1
70.93.175.134	1
71.18.17.201	1
71.18.19.145	1
71.200.255.126	1
71.200.95.105	1
71.202.62.86	1
71.214.123.122	1
71.234.93.201	1
71.60.225.47	1
71.91.9.44	1
72.1.225.14	1
72.111.170.27	1
72.194.11.194	1
72.195.114.188	1
72.197.35.78	1
72.212.21.165	1
72.252.198.109	1
72.252.198.116	1
72.252.198.3	1
72.252.224.240	1
72.255.3.158	1
72.255.3.35	1
72.255.40.252	1
72.255.58.142	1
72.255.6.122	1
72.27.1.38	1
72.27.130.113	1
72.27.134.180	1
72.27.138.135	1
72.56.120.189	1
73.115.119.15	1
73.135.101.27	1
73.135.69.230	1
73.161.96.107	1
73.191.185.211	1
73.196.133.123	1
73.220.1.196	1
73.237.107.155	1
73.245.43.205	1
73.35.55.95	1
73.46.162.97	1
73.58.83.17	1
73.67.76.171	1
73.87.110.87	1
74.101.4.166	1
74.244.195.59	1
75.133.46.85	1
75.218.116.230	1
75.71.200.46	1
75.82.107.144	1
76.21.159.250	1
76.33.113.139	1
76.33.14.106	1
76.35.123.173	1
76.66.168.47	1
76.82.192.134	1
76.93.106.233	1
76.95.218.76	1
77.103.236.84	1
77.125.142.117	1
77.125.143.96	1
77.137.68.8	1
77.137.70.124	1
77.137.73.234	1
77.166.13.201	1
77.184.216.35	1
77.197.125.137	1
77.211.4.114	1
77.221.12.49	1
77.221.151.232	1
77.222.156.85	1
77.223.245.25	1
77.223.252.145	1
77.223.253.59	1
77.223.28.118	1
77.232.122.94	1
77.232.147.149	1
77.239.16.59	1
77.244.144.31	1
77.246.52.61	1
77.25.34.244	1
77.25.44.127	1
77.3.129.29	1
77.44.207.5	1
77.44.232.34	1
77.71.58.1	1
77.76.184.110	1
77.85.171.68	1
77.85.91.148	1
77.91.173.156	1
77.95.57.179	1
77.95.57.21	1
78.110.163.178	1
78.110.69.84	1
78.135.69.132	1
78.144.68.51	1
78.154.15.63	1
78.154.216.100	1
78.155.62.89	1
78.159.89.46	1
78.160.66.229	1
78.162.160.74	1
78.162.45.53	1
78.163.104.220	1
78.163.156.198	1
78.163.170.47	1
78.163.179.72	1
78.164.52.93	1
78.164.87.12	1
78.167.5.117	1
78.169.144.242	1
78.169.42.143	1
78.171.80.127	1
78.172.201.152	1
78.172.222.155	1
78.172.223.0	1
78.173.117.231	1
78.173.47.116	1
78.174.65.122	1
78.174.69.32	1
78.175.230.41	1
78.175.233.23	1
78.176.43.145	1
78.177.173.201	1
78.177.187.102	1
78.177.203.129	1
78.178.101.146	1
78.180.6.131	1
78.185.247.138	1
78.186.249.136	1
78.189.169.5	1
78.189.92.151	1
78.190.122.97	1
78.190.125.54	1
78.190.129.243	1
78.190.137.68	1
78.190.144.58	1
78.190.146.14	1
78.190.153.74	1
78.190.158.144	1
78.190.183.67	1
78.190.184.52	1
78.190.200.212	1
78.190.205.156	1
78.190.223.53	1
78.190.28.65	1
78.190.29.232	1
78.190.88.247	1
78.191.10.177	1
78.191.198.231	1
78.31.95.72	1
78.40.106.13	1
78.40.106.26	1
78.40.119.206	1
78.40.180.251	1
78.47.153.161	1
78.47.3.184	1
78.61.35.100	1
78.92.93.125	1
78.95.130.197	1
79.106.127.128	1
79.106.224.207	1
79.106.225.140	1
79.106.227.150	1
79.110.114.233	1
79.110.119.35	1
79.116.218.7	1
79.116.56.162	1
79.117.164.27	1
79.117.227.170	1
79.133.191.138	1
79.140.115.172	1
79.177.131.191	1
79.177.141.98	1
79.177.143.226	1
79.177.146.63	1
79.177.159.74	1
79.19.100.215	1
79.205.142.125	1
79.209.111.63	1
79.227.32.212	1
79.228.35.142	1
79.231.200.146	1
79.234.214.244	1
79.250.64.254	1
79.34.14.136	1
79.49.197.41	1
79.79.192.138	1
79.98.114.33	1
79.98.115.32	1
8.130.22.42	1
8.137.48.231	1
8.138.116.94	1
8.142.168.93	1
8.208.127.158	1
8.218.213.126	1
8.219.231.149	1
8.220.243.12	1
8.229.49.198	1
80.12.254.197	1
80.136.50.4	1
80.139.135.9	1
80.139.140.62	1
80.187.112.134	1
80.189.17.50	1
80.192.119.132	1
80.192.203.1	1
80.192.32.169	1
80.208.64.52	1
80.227.138.124	1
80.233.43.105	1
80.233.56.205	1
80.240.22.237	1
80.243.232.174	1
80.243.50.117	1
80.248.74.236	1
80.6.133.93	1
80.72.181.77	1
80.78.244.140	1
80.82.23.82	1
80.85.141.32	1
80.93.123.51	1
80.94.250.210	1
80.94.250.236	1
80.94.250.52	1
81.147.107.5	1
81.161.80.89	1
81.171.74.66	1
81.196.218.133	1
81.196.236.27	1
81.213.85.253	1
81.215.234.67	1
81.215.77.202	1
81.224.146.84	1
81.254.250.14	1
81.26.202.183	1
81.26.207.223	1
81.28.121.181	1
81.56.73.127	1
81.60.234.131	1
81.65.142.170	1
81.65.166.103	1
81.65.94.89	1
81.8.43.227	1
81.8.67.185	1
82.1.55.23	1
82.102.203.91	1
82.112.167.181	1
82.114.75.226	1
82.12.245.24	1
82.146.174.110	1
82.146.174.210	1
82.146.184.65	1
82.154.27.115	1
82.156.163.250	1
82.167.115.77	1
82.167.116.76	1
82.167.117.183	1
82.167.172.12	1
82.167.192.246	1
82.167.216.116	1
82.167.22.233	1
82.167.28.83	1
82.167.39.175	1
82.167.49.118	1
82.167.57.105	1
82.17.183.131	1
82.17.57.121	1
82.180.72.58	1
82.197.48.185	1
82.20.129.74	1
82.213.23.53	1
82.213.8.191	1
82.215.100.227	1
82.215.107.201	1
82.215.89.121	1
82.215.91.103	1
82.216.149.202	1
82.224.171.42	1
82.226.173.134	1
82.31.72.150	1
82.34.165.179	1
82.34.212.155	1
82.35.123.204	1
82.53.78.10	1
82.67.107.82	1
82.77.177.26	1
82.77.237.129	1
82.86.109.175	1
82.86.69.6	1
83.110.115.28	1
83.135.124.62	1
83.135.243.221	1
83.143.24.188	1
83.143.29.114	1
83.143.29.94	1
83.145.156.13	1
83.168.69.128	1
83.168.71.40	1
83.176.195.107	1
83.177.196.201	1
83.191.96.149	1
83.22.170.52	1
83.221.185.242	1
83.223.167.85	1
83.233.246.249	1
83.244.104.211	1
83.244.78.251	1
83.29.131.9	1
83.30.3.154	1
83.38.32.151	1
83.4.162.253	1
83.48.121.188	1
83.9.121.24	1
83.99.222.72	1
84.0.251.74	1
84.1.59.204	1
84.118.102.73	1
84.143.70.11	1
84.159.113.59	1
84.163.233.200	1
84.171.112.5	1
84.176.165.50	1
84.191.25.225	1
84.234.29.7	1
84.239.42.4	1
84.246.81.54	1
84.255.184.13	1
84.51.18.245	1
84.54.70.168	1
84.54.70.220	1
84.54.70.23	1
84.54.70.26	1
84.54.70.30	1
84.54.70.41	1
84.54.70.7	1
84.54.71.139	1
84.54.71.157	1
84.54.71.203	1
84.54.71.225	1
84.54.71.69	1
84.54.72.1	1
84.54.72.137	1
84.54.72.190	1
84.54.72.216	1
84.54.72.224	1
84.54.72.32	1
84.54.72.4	1
84.54.72.59	1
84.54.72.64	1
84.54.72.75	1
84.54.72.83	1
84.54.72.86	1
84.54.72.88	1
84.54.73.168	1
84.54.73.197	1
84.54.73.31	1
84.54.73.32	1
84.54.73.36	1
84.54.73.40	1
84.54.73.51	1
84.54.73.66	1
84.54.76.130	1
84.54.78.28	1
84.54.80.10	1
84.54.80.126	1
84.54.80.163	1
84.54.84.229	1
84.54.84.53	1
84.54.86.198	1
84.54.92.176	1
84.54.94.135	1
84.54.94.205	1
84.54.94.67	1
84.60.61.186	1
84.78.249.136	1
84.80.233.185	1
85.100.95.184	1
85.106.119.114	1
85.106.145.157	1
85.106.148.247	1
85.106.155.231	1
85.106.23.37	1
85.107.143.173	1
85.107.89.81	1
85.108.126.226	1
85.109.10.191	1
85.112.80.45	1
85.117.115.2	1
85.148.234.43	1
85.153.236.168	1
85.154.4.87	1
85.154.54.240	1
85.187.163.187	1
85.187.179.220	1
85.187.4.88	1
85.193.32.210	1
85.203.46.5	1
85.231.108.62	1
85.234.137.180	1
85.237.212.146	1
85.238.61.185	1
85.58.231.233	1
85.59.234.237	1
85.67.78.114	1
85.98.23.7	1
86.1.60.131	1
86.103.35.187	1
86.103.35.221	1
86.108.19.135	1
86.108.32.31	1
86.108.33.113	1
86.108.70.32	1
86.120.131.45	1
86.121.64.1	1
86.127.159.202	1
86.148.194.184	1
86.159.208.84	1
86.165.59.35	1
86.218.237.66	1
86.227.96.166	1
86.29.137.110	1
86.42.190.91	1
86.59.139.235	1
86.75.172.83	1
86.97.146.223	1
86.97.176.107	1
86.97.59.73	1
86.98.211.240	1
86.98.59.189	1
86.99.244.142	1
86.99.71.125	1
87.10.94.82	1
87.118.156.8	1
87.121.124.50	1
87.121.13.195	1
87.121.77.66	1
87.123.94.151	1
87.148.66.232	1
87.154.5.238	1
87.169.234.142	1
87.172.39.249	1
87.187.177.249	1
87.192.231.139	1
87.200.36.51	1
87.201.142.104	1
87.201.230.191	1
87.202.155.183	1
87.208.80.28	1
87.217.201.133	1
87.219.39.243	1
87.228.177.100	1
87.241.102.138	1
87.241.172.236	1
87.248.81.6	1
87.250.224.94	1
87.251.25.255	1
87.70.27.5	1
88.138.18.76	1
88.176.151.148	1
88.187.155.2	1
88.187.65.60	1
88.190.179.54	1
88.201.22.60	1
88.202.99.139	1
88.218.144.48	1
88.225.147.200	1
88.225.252.89	1
88.228.21.38	1
88.229.204.79	1
88.229.220.28	1
88.229.220.49	1
88.229.69.126	1
88.230.100.68	1
88.230.126.202	1
88.230.16.64	1
88.230.195.205	1
88.230.210.84	1
88.230.71.136	1
88.231.132.181	1
88.231.59.18	1
88.232.73.74	1
88.233.163.236	1
88.233.55.24	1
88.234.192.127	1
88.234.233.105	1
88.234.255.52	1
88.235.223.152	1
88.236.102.54	1
88.236.106.229	1
88.236.64.72	1
88.236.98.250	1
88.238.184.116	1
88.238.33.68	1
88.238.37.97	1
88.240.171.250	1
88.240.178.124	1
88.240.180.25	1
88.240.184.59	1
88.240.52.212	1
88.240.70.149	1
88.240.78.16	1
88.241.169.245	1
88.241.176.254	1
88.241.32.110	1
88.241.44.119	1
88.241.46.113	1
88.241.47.204	1
88.241.81.128	1
88.242.134.87	1
88.242.136.45	1
88.242.213.135	1
88.242.28.156	1
88.242.64.20	1
88.243.49.55	1
88.244.44.201	1
88.245.176.195	1
88.245.181.123	1
88.247.153.104	1
88.251.52.33	1
88.254.2.119	1
88.97.176.168	1
88.97.195.188	1
89.0.252.55	1
89.107.155.196	1
89.109.54.201	1
89.114.255.159	1
89.117.78.165	1
89.12.174.214	1
89.141.250.132	1
89.149.121.87	1
89.149.91.186	1
89.153.248.120	1
89.153.51.36	1
89.155.127.154	1
89.167.36.212	1
89.186.21.117	1
89.186.21.21	1
89.186.5.141	1
89.213.106.78	1
89.218.145.254	1
89.231.35.27	1
89.231.35.28	1
89.235.31.165	1
89.236.252.173	1
89.237.192.30	1
89.238.156.243	1
89.244.88.117	1
89.251.8.178	1
89.254.142.133	1
89.32.140.63	1
89.37.95.213	1
89.41.90.232	1
89.42.62.186	1
89.43.132.109	1
89.43.132.153	1
89.43.132.178	1
89.43.132.246	1
89.43.132.250	1
89.43.133.164	1
89.43.133.21	1
89.43.134.10	1
89.43.134.147	1
89.46.11.94	1
89.58.46.161	1
89.92.41.236	1
90.0.156.128	1
90.148.92.213	1
90.160.135.217	1
90.241.139.180	1
90.251.200.218	1
90.35.229.236	1
91.103.105.189	1
91.105.156.102	1
91.106.47.19	1
91.128.179.170	1
91.137.27.140	1
91.146.153.17	1
91.149.136.120	1
91.151.136.138	1
91.151.239.4	1
91.151.92.135	1
91.167.75.76	1
91.173.64.196	1
91.186.249.34	1
91.186.251.94	1
91.186.252.196	1
91.186.253.147	1
91.186.254.141	1
91.195.136.81	1
91.196.110.193	1
91.196.178.219	1
91.214.65.38	1
91.218.89.18	1
91.221.210.191	1
91.226.115.90	1
91.228.33.138	1
91.228.33.142	1
91.228.33.157	1
91.228.33.20	1
91.228.33.5	1
91.228.33.51	1
91.228.33.52	1
91.228.33.63	1
91.228.33.69	1
91.228.33.71	1
91.228.33.82	1
91.229.244.170	1
91.231.121.8	1
91.231.222.160	1
91.231.60.43	1
91.234.132.155	1
91.234.139.125	1
91.234.208.146	1
91.235.226.46	1
91.236.172.41	1
91.236.172.42	1
91.236.174.62	1
91.237.124.192	1
91.237.124.193	1
91.238.166.110	1
91.239.11.219	1
91.240.44.161	1
91.241.50.42	1
91.243.116.232	1
91.246.208.119	1
91.246.208.80	1
91.246.210.57	1
91.246.213.126	1
91.247.62.41	1
91.39.45.72	1
91.44.57.144	1
91.51.68.209	1
91.51.82.62	1
91.54.234.1	1
91.67.100.106	1
91.73.125.139	1
91.73.35.152	1
91.74.35.39	1
91.75.190.101	1
91.90.120.133	1
91.92.68.200	1
91.93.230.100	1
91.96.145.148	1
92.119.14.1	1
92.119.36.84	1
92.208.224.207	1
92.208.230.4	1
92.208.63.40	1
92.209.171.234	1
92.209.175.163	1
92.209.235.76	1
92.211.3.197	1
92.211.32.250	1
92.222.104.194	1
92.222.104.196	1
92.222.104.197	1
92.222.104.198	1
92.222.104.212	1
92.222.104.213	1
92.222.104.214	1
92.222.104.217	1
92.222.104.221	1
92.222.108.100	1
92.222.108.109	1
92.222.108.113	1
92.222.108.119	1
92.222.108.99	1
92.241.36.143	1
92.241.36.204	1
92.241.36.40	1
92.241.36.52	1
92.241.36.94	1
92.241.37.246	1
92.241.37.39	1
92.245.125.115	1
92.245.125.126	1
92.253.28.148	1
92.253.30.235	1
92.47.115.62	1
92.53.12.63	1
92.59.200.95	1
92.62.121.68	1
92.62.78.198	1
92.62.78.235	1
92.96.196.214	1
92.96.241.27	1
92.96.245.182	1
92.97.231.154	1
92.98.30.96	1
92.99.104.134	1
92.99.31.48	1
93.116.103.241	1
93.117.54.179	1
93.118.49.43	1
93.131.63.6	1
93.133.233.230	1
93.139.213.175	1
93.150.81.87	1
93.165.254.181	1
93.168.202.176	1
93.170.11.19	1
93.170.65.42	1
93.172.216.86	1
93.176.159.174	1
93.182.107.194	1
93.182.107.248	1
93.187.180.77	1
93.195.121.91	1
93.40.227.196	1
93.87.43.244	1
93.90.77.38	1
93.95.65.114	1
94.100.55.43	1
94.120.202.102	1
94.120.90.112	1
94.121.84.64	1
94.123.207.207	1
94.129.168.102	1
94.131.123.167	1
94.142.48.127	1
94.143.197.79	1
94.143.198.162	1
94.143.198.34	1
94.156.14.52	1
94.156.152.45	1
94.166.181.250	1
94.20.215.70	1
94.20.42.241	1
94.20.98.99	1
94.202.12.241	1
94.203.201.127	1
94.203.201.213	1
94.203.27.101	1
94.204.136.235	1
94.204.160.111	1
94.204.84.210	1
94.205.161.35	1
94.205.236.25	1
94.206.148.227	1
94.206.150.18	1
94.206.74.144	1
94.23.188.192	1
94.23.188.195	1
94.23.188.203	1
94.23.188.205	1
94.23.188.210	1
94.23.188.221	1
94.232.26.165	1
94.234.78.204	1
94.246.181.139	1
94.246.204.147	1
94.249.2.132	1
94.249.2.75	1
94.249.49.14	1
94.249.50.2	1
94.249.50.24	1
94.249.80.122	1
94.249.80.193	1
94.249.85.193	1
94.249.91.234	1
94.252.226.225	1
94.31.118.193	1
94.31.78.34	1
94.43.188.11	1
94.45.35.168	1
94.49.219.253	1
94.54.1.38	1
94.54.27.94	1
94.70.71.31	1
94.73.29.255	1
94.76.3.156	1
94.77.166.26	1
94.78.89.26	1
94.78.89.44	1
94.78.89.46	1
94.96.154.109	1
95.0.171.145	1
95.0.171.19	1
95.0.171.51	1
95.0.32.123	1
95.0.32.43	1
95.0.81.85	1
95.10.154.251	1
95.10.177.54	1
95.10.235.13	1
95.108.213.130	1
95.108.213.232	1
95.108.213.243	1
95.12.120.251	1
95.13.118.130	1
95.13.89.181	1
95.153.101.59	1
95.155.33.87	1
95.158.49.97	1
95.159.4.94	1
95.159.6.187	1
95.178.86.207	1
95.18.69.27	1
95.180.200.62	1
95.180.235.26	1
95.181.232.47	1
95.186.111.176	1
95.186.115.69	1
95.186.129.141	1
95.186.131.36	1
95.214.210.182	1
95.214.210.93	1
95.214.211.172	1
95.219.226.65	1
95.219.232.99	1
95.219.235.11	1
95.24.137.17	1
95.24.40.35	1
95.35.229.105	1
95.57.225.43	1
95.57.234.6	1
95.58.178.148	1
95.58.4.6	1
95.65.34.9	1
95.65.92.141	1
95.67.248.217	1
95.70.154.10	1
95.79.128.85	1
95.82.67.236	1
95.85.102.177	1
95.86.40.225	1
95.86.42.193	1
95.87.64.3	1
95.87.65.162	1
95.87.66.160	1
95.87.68.165	1
95.90.194.172	1
95.90.255.237	1
95.91.226.43	1
95.91.98.100	1
95.98.178.108	1
96.9.124.189	1
97.101.243.98	1
97.189.65.145	1
98.159.108.19	1
98.195.207.229	1
98.196.252.54	1
98.197.179.239	1
98.210.244.30	1
98.227.25.115	1
98.236.2.60	1
98.238.227.113	1
98.248.218.102	1
98.27.51.26	1
98.52.184.153	1
98.71.68.227	1
98.97.167.52	1
98.98.171.85	1
99.229.153.54	1
99.24.222.143	1
99.44.66.183	1
99.7.182.252	1
77.109.139.87	1
192.251.226.0	1
192.251.226.1	1
192.251.226.2	1
192.251.226.3	1
192.251.226.4	1
192.251.226.5	1
192.251.226.6	1
192.251.226.7	1
192.251.226.8	1
192.251.226.9	1
192.251.226.10	1
192.251.226.11	1
192.251.226.12	1
192.251.226.13	1
192.251.226.14	1
192.251.226.15	1
192.251.226.16	1
192.251.226.17	1
192.251.226.18	1
192.251.226.19	1
192.251.226.20	1
192.251.226.21	1
192.251.226.22	1
192.251.226.23	1
192.251.226.24	1
192.251.226.25	1
192.251.226.26	1
192.251.226.27	1
192.251.226.28	1
192.251.226.29	1
192.251.226.30	1
192.251.226.31	1
192.251.226.32	1
192.251.226.33	1
192.251.226.34	1
192.251.226.35	1
192.251.226.36	1
192.251.226.37	1
192.251.226.38	1
192.251.226.39	1
192.251.226.40	1
192.251.226.41	1
192.251.226.42	1
192.251.226.43	1
192.251.226.44	1
192.251.226.45	1
192.251.226.46	1
192.251.226.47	1
192.251.226.48	1
192.251.226.49	1
192.251.226.50	1
192.251.226.51	1
192.251.226.52	1
192.251.226.53	1
192.251.226.54	1
192.251.226.55	1
192.251.226.56	1
192.251.226.57	1
192.251.226.58	1
192.251.226.59	1
192.251.226.60	1
192.251.226.61	1
192.251.226.62	1
192.251.226.63	1
192.251.226.64	1
192.251.226.65	1
192.251.226.66	1
192.251.226.67	1
192.251.226.68	1
192.251.226.69	1
192.251.226.70	1
192.251.226.71	1
192.251.226.72	1
192.251.226.73	1
192.251.226.74	1
192.251.226.75	1
192.251.226.76	1
192.251.226.77	1
192.251.226.78	1
192.251.226.79	1
192.251.226.80	1
192.251.226.81	1
192.251.226.82	1
192.251.226.83	1
192.251.226.84	1
192.251.226.85	1
192.251.226.86	1
192.251.226.87	1
192.251.226.88	1
192.251.226.89	1
192.251.226.90	1
192.251.226.91	1
192.251.226.92	1
192.251.226.93	1
192.251.226.94	1
192.251.226.95	1
192.251.226.96	1
192.251.226.97	1
192.251.226.98	1
192.251.226.99	1
192.251.226.100	1
192.251.226.101	1
192.251.226.102	1
192.251.226.103	1
192.251.226.104	1
192.251.226.105	1
192.251.226.106	1
192.251.226.107	1
192.251.226.108	1
192.251.226.109	1
192.251.226.110	1
192.251.226.111	1
192.251.226.112	1
192.251.226.113	1
192.251.226.114	1
192.251.226.115	1
192.251.226.116	1
192.251.226.117	1
192.251.226.118	1
192.251.226.119	1
192.251.226.120	1
192.251.226.121	1
192.251.226.122	1
192.251.226.123	1
192.251.226.124	1
192.251.226.125	1
192.251.226.126	1
192.251.226.127	1
192.251.226.128	1
192.251.226.129	1
192.251.226.130	1
192.251.226.131	1
192.251.226.132	1
192.251.226.133	1
192.251.226.134	1
192.251.226.135	1
192.251.226.136	1
192.251.226.137	1
192.251.226.138	1
192.251.226.139	1
192.251.226.140	1
192.251.226.141	1
192.251.226.142	1
192.251.226.143	1
192.251.226.144	1
192.251.226.145	1
192.251.226.146	1
192.251.226.147	1
192.251.226.148	1
192.251.226.149	1
192.251.226.150	1
192.251.226.151	1
192.251.226.152	1
192.251.226.153	1
192.251.226.154	1
192.251.226.155	1
192.251.226.156	1
192.251.226.157	1
192.251.226.158	1
192.251.226.159	1
192.251.226.160	1
192.251.226.161	1
192.251.226.162	1
192.251.226.163	1
192.251.226.164	1
192.251.226.165	1
192.251.226.166	1
192.251.226.167	1
192.251.226.168	1
192.251.226.169	1
192.251.226.170	1
192.251.226.171	1
192.251.226.172	1
192.251.226.173	1
192.251.226.174	1
192.251.226.175	1
192.251.226.176	1
192.251.226.177	1
192.251.226.178	1
192.251.226.179	1
192.251.226.180	1
192.251.226.181	1
192.251.226.182	1
192.251.226.183	1
192.251.226.184	1
192.251.226.185	1
192.251.226.186	1
192.251.226.187	1
192.251.226.188	1
192.251.226.189	1
192.251.226.190	1
192.251.226.191	1
192.251.226.192	1
192.251.226.193	1
192.251.226.194	1
192.251.226.195	1
192.251.226.196	1
192.251.226.197	1
192.251.226.198	1
192.251.226.199	1
192.251.226.200	1
192.251.226.201	1
192.251.226.202	1
192.251.226.203	1
192.251.226.204	1
192.251.226.205	1
192.251.226.206	1
192.251.226.207	1
192.251.226.208	1
192.251.226.209	1
192.251.226.210	1
192.251.226.211	1
192.251.226.212	1
192.251.226.213	1
192.251.226.214	1
192.251.226.215	1
192.251.226.216	1
192.251.226.217	1
192.251.226.218	1
192.251.226.219	1
192.251.226.220	1
192.251.226.221	1
192.251.226.222	1
192.251.226.223	1
192.251.226.224	1
192.251.226.225	1
192.251.226.226	1
192.251.226.227	1
192.251.226.228	1
192.251.226.229	1
192.251.226.230	1
192.251.226.231	1
192.251.226.232	1
192.251.226.233	1
192.251.226.234	1
192.251.226.235	1
192.251.226.236	1
192.251.226.237	1
192.251.226.238	1
192.251.226.239	1
192.251.226.240	1
192.251.226.241	1
192.251.226.242	1
192.251.226.243	1
192.251.226.244	1
192.251.226.245	1
192.251.226.246	1
192.251.226.247	1
192.251.226.248	1
192.251.226.249	1
192.251.226.250	1
192.251.226.251	1
192.251.226.252	1
192.251.226.253	1
192.251.226.254	1
192.251.226.255	1
188.143.232.0	1
188.143.232.1	1
188.143.232.2	1
188.143.232.3	1
188.143.232.4	1
188.143.232.5	1
188.143.232.6	1
188.143.232.7	1
188.143.232.8	1
188.143.232.9	1
188.143.232.10	1
188.143.232.11	1
188.143.232.12	1
188.143.232.13	1
188.143.232.14	1
188.143.232.15	1
188.143.232.16	1
188.143.232.17	1
188.143.232.18	1
188.143.232.19	1
188.143.232.20	1
188.143.232.21	1
188.143.232.22	1
188.143.232.23	1
188.143.232.24	1
188.143.232.25	1
188.143.232.26	1
188.143.232.27	1
188.143.232.28	1
188.143.232.29	1
188.143.232.30	1
188.143.232.31	1
188.143.232.32	1
188.143.232.33	1
188.143.232.34	1
188.143.232.35	1
188.143.232.36	1
188.143.232.37	1
188.143.232.38	1
188.143.232.39	1
188.143.232.40	1
188.143.232.41	1
188.143.232.42	1
188.143.232.43	1
188.143.232.44	1
188.143.232.45	1
188.143.232.46	1
188.143.232.47	1
188.143.232.48	1
188.143.232.49	1
188.143.232.50	1
188.143.232.51	1
188.143.232.52	1
188.143.232.53	1
188.143.232.54	1
188.143.232.55	1
188.143.232.56	1
188.143.232.57	1
188.143.232.58	1
188.143.232.59	1
188.143.232.60	1
188.143.232.61	1
188.143.232.62	1
188.143.232.63	1
188.143.232.64	1
188.143.232.65	1
188.143.232.66	1
188.143.232.67	1
188.143.232.68	1
188.143.232.69	1
188.143.232.70	1
188.143.232.71	1
188.143.232.72	1
188.143.232.73	1
188.143.232.74	1
188.143.232.75	1
188.143.232.76	1
188.143.232.77	1
188.143.232.78	1
188.143.232.79	1
188.143.232.80	1
188.143.232.81	1
188.143.232.82	1
188.143.232.83	1
188.143.232.84	1
188.143.232.85	1
188.143.232.86	1
188.143.232.87	1
188.143.232.88	1
188.143.232.89	1
188.143.232.90	1
188.143.232.91	1
188.143.232.92	1
188.143.232.93	1
188.143.232.94	1
188.143.232.95	1
188.143.232.96	1
188.143.232.97	1
188.143.232.98	1
188.143.232.99	1
188.143.232.100	1
188.143.232.101	1
188.143.232.102	1
188.143.232.103	1
188.143.232.104	1
188.143.232.105	1
188.143.232.106	1
188.143.232.107	1
188.143.232.108	1
188.143.232.109	1
188.143.232.110	1
188.143.232.111	1
188.143.232.112	1
188.143.232.113	1
188.143.232.114	1
188.143.232.115	1
188.143.232.116	1
188.143.232.117	1
188.143.232.118	1
188.143.232.119	1
188.143.232.120	1
188.143.232.121	1
188.143.232.122	1
188.143.232.123	1
188.143.232.124	1
188.143.232.125	1
188.143.232.126	1
188.143.232.127	1
188.143.232.128	1
188.143.232.129	1
188.143.232.130	1
188.143.232.131	1
188.143.232.132	1
188.143.232.133	1
188.143.232.134	1
188.143.232.135	1
188.143.232.136	1
188.143.232.137	1
188.143.232.138	1
188.143.232.139	1
188.143.232.140	1
188.143.232.141	1
188.143.232.142	1
188.143.232.143	1
188.143.232.144	1
188.143.232.145	1
188.143.232.146	1
188.143.232.147	1
188.143.232.148	1
188.143.232.149	1
188.143.232.150	1
188.143.232.151	1
188.143.232.152	1
188.143.232.153	1
188.143.232.154	1
188.143.232.155	1
188.143.232.156	1
188.143.232.157	1
188.143.232.158	1
188.143.232.159	1
188.143.232.160	1
188.143.232.161	1
188.143.232.162	1
188.143.232.163	1
188.143.232.164	1
188.143.232.165	1
188.143.232.166	1
188.143.232.167	1
188.143.232.168	1
188.143.232.169	1
188.143.232.170	1
188.143.232.171	1
188.143.232.172	1
188.143.232.173	1
188.143.232.174	1
188.143.232.175	1
188.143.232.176	1
188.143.232.177	1
188.143.232.178	1
188.143.232.179	1
188.143.232.180	1
188.143.232.181	1
188.143.232.182	1
188.143.232.183	1
188.143.232.184	1
188.143.232.185	1
188.143.232.186	1
188.143.232.187	1
188.143.232.188	1
188.143.232.189	1
188.143.232.190	1
188.143.232.191	1
188.143.232.192	1
188.143.232.193	1
188.143.232.194	1
188.143.232.195	1
188.143.232.196	1
188.143.232.197	1
188.143.232.198	1
188.143.232.199	1
188.143.232.200	1
188.143.232.201	1
188.143.232.202	1
188.143.232.203	1
188.143.232.204	1
188.143.232.205	1
188.143.232.206	1
188.143.232.207	1
188.143.232.208	1
188.143.232.209	1
188.143.232.210	1
188.143.232.211	1
188.143.232.212	1
188.143.232.213	1
188.143.232.214	1
188.143.232.215	1
188.143.232.216	1
188.143.232.217	1
188.143.232.218	1
188.143.232.219	1
188.143.232.220	1
188.143.232.221	1
188.143.232.222	1
188.143.232.223	1
188.143.232.224	1
188.143.232.225	1
188.143.232.226	1
188.143.232.227	1
188.143.232.228	1
188.143.232.229	1
188.143.232.230	1
188.143.232.231	1
188.143.232.232	1
188.143.232.233	1
188.143.232.234	1
188.143.232.235	1
